method,parent_id,parent_smiles,product_smiles,transform,nearest_original_id,nearest_original_smiles,max_tanimoto_to_any_original,similarity_to_assigned_parent,similarity_bucket
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2cc(C)n(-c3ccccc3)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.3158,0.2812,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2cc(C)n(CCC(=O)O)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2264,0.2,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2cc(C)n([C@@H]3CCNC[C@@H]3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,0.2211,0.2105,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(C#N)cc2)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.386,0.2414,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc(C#N)cc2)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.3333,0.3333,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)c(Cl)c2)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2456,0.2456,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc(Cl)c(Cl)c2)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL4129140,CC(=O)C1=C(O)C(=O)N(CCc2ccc(Cl)c(Cl)c2)C1c1ccc(Br)cc1,0.2576,0.1857,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1cc(C)n(-c2cc(C)n([C@@H]3CCNC[C@@H]3C)c2C)c1C,fixed_core_with_swapped_side_fragments,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,0.2421,0.1579,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1cc(C)n([C@@H]2CCNC[C@@H]2C)c1C,fixed_core_with_swapped_side_fragments,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,0.2447,0.16,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1ccc(C#N)cc1,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.3966,0.25,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1ccc(Cl)c(Cl)c1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2456,0.2414,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1ccc(Cl)cc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2941,0.2586,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1ccc(F)cc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.3922,0.2381,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1ccc(O)cc1,fixed_core_with_swapped_side_fragments,25191039,Cc1c(C)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,0.3077,0.2857,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1ccc2nc3c(c(Cl)c2c1)CCCC3,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.4328,0.2222,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1cccc(Br)n1,fixed_core_with_swapped_side_fragments,CHEMBL1923233,CCC[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,0.1781,0.1528,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2545,0.2545,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,0.2319,0.1912,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(Cl)cc2)c(C)n1[C@@H]1CCNC[C@@H]1C,fixed_core_with_swapped_side_fragments,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,0.2644,0.1429,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(F)cc2)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.38,0.38,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc(F)cc2)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.3214,0.1912,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc(O)cc2)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,25191039,Cc1c(C)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,0.3243,0.2778,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc(O)cc2)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,25191039,Cc1c(C)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,0.2927,0.194,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1cc(C)n(-c2cc(C)n([C@@H]3CCNC[C@@H]3C)c2C)c1C,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.2989,0.1413,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1cc(C)n([C@@H]2CCNC[C@@H]2C)c1C,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3023,0.1429,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1ccc(C#N)cc1,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3467,0.2237,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1ccc(Cl)c(Cl)c1,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3611,0.2162,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1ccc(Cl)cc1,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.4328,0.2394,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1ccc(F)cc1,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3611,0.3235,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1ccc(O)cc1,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3803,0.25,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1ccc2nc3c(c(Cl)c2c1)CCCC3,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3824,0.2286,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1cccc(Br)n1,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3649,0.1625,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3768,0.2286,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.4286,0.1667,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(C)n1[C@@H]1CCNC[C@@H]1C,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3333,0.1294,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2cccc(Br)n2)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2373,0.2373,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-c2cccc(Br)n2)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1923233,CCC[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,0.2535,0.1781,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1cc(C)n(-c2cc(C)n([C@@H]3CCNC[C@@H]3C)c2C)c1C,fixed_core_with_swapped_side_fragments,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,0.2083,0.1644,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1cc(C)n([C@@H]2CCNC[C@@H]2C)c1C,fixed_core_with_swapped_side_fragments,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,0.2105,0.1667,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1ccc(C#N)cc1,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.4107,0.2632,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1ccc(Cl)c(Cl)c1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2456,0.2456,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1ccc(Cl)cc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2778,0.2778,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1ccc(F)cc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.4082,0.4082,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1ccc(O)cc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.3019,0.3019,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1ccc2nc3c(c(Cl)c2c1)CCCC3,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.3768,0.2286,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1cccc(Br)n1,fixed_core_with_swapped_side_fragments,CHEMBL1923233,CCC[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,0.2206,0.1774,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.28,0.28,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2241,0.2241,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-c2ccccc2)c(C)n1[C@@H]1CCNC[C@@H]1C,fixed_core_with_swapped_side_fragments,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,0.2273,0.1493,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4ccc(C#N)cc4)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.4154,0.4154,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4ccc(Cl)c(Cl)c4)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2727,0.2466,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4ccc(Cl)cc4)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.3016,0.2714,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4ccc(F)cc4)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.4138,0.2714,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4ccc(O)cc4)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.3065,0.2754,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4ccc5nc6c(c(Cl)c5c4)CCCC6)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL5267683,O=C(NCCc1ccc(Cl)cc1)c1ccc2nc3c(c(Cl)c2c1)CCCC3,0.4026,0.2184,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4cccc(Br)n4)c3C)c2C)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2154,0.2154,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4cccc(Br)n4)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1923233,CCC[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1,0.2278,0.1899,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n(-c4ccccc4)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2951,0.2647,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n([C@@H]4CCNC[C@@H]4C)c3C)c2C)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.24,0.2113,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3cc(C)n([C@@H]4CCNC[C@@H]4C)c3C)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.2222,0.2222,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3ccc(C#N)cc3)c2C)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.3548,0.2222,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3ccc(C#N)cc3)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.3382,0.3382,low
r_group_enumeration,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3ccc(Cl)c(Cl)c3)c2C)c(C)n1-c1ccccc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2258,0.2258,low
r_group_enumeration,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1cc(-n2c(C)cc(-c3ccc(Cl)c(Cl)c3)c2C)c(C)n1CCC(=O)O,fixed_core_with_swapped_side_fragments,CHEMBL4129140,CC(=O)C1=C(O)C(=O)N(CCc2ccc(Cl)c(Cl)c2)C1c1ccc(Br)cc1,0.2329,0.2,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3ccc(Cl)cc3)c2C)c(C)n1-c1ccc(C#N)cc1,fixed_core_with_swapped_side_fragments,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,0.3651,0.2308,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3ccc(Cl)cc3)c2C)c(C)n1-c1ccc(Cl)c(Cl)c1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2258,0.2222,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3ccc(Cl)cc3)c2C)c(C)n1-c1ccc(Cl)cc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.2679,0.2632,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3ccc(Cl)cc3)c2C)c(C)n1-c1ccc(F)cc1,fixed_core_with_swapped_side_fragments,CHEMBL1410015,Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.3571,0.3509,low
r_group_enumeration,CHEMBL1493046,Cc1cc(C(=O)CN2CCCCC2)c(C)n1-c1ccc(F)cc1,Cc1cc(-n2c(C)cc(-c3ccc(Cl)cc3)c2C)c(C)n1-c1ccc(O)cc1,fixed_core_with_swapped_side_fragments,25191039,Cc1c(C)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,0.2727,0.2623,low
