model,feature_set,mae,rmse,r2
random_forest_n500_leaf1_featsqrt_depthnone,morgan_512,0.9779557894736839,1.1240058951147147,0.04292790272724034
random_forest_n200_leaf1_featsqrt_depthnone,descriptors_plus_similarity_plus_morgan_512,0.978331578947369,1.122629070061598,0.045271153400635034
random_forest_n200_leaf1_featsqrt_depth6,descriptors_plus_similarity_plus_morgan_512,0.9789669799498754,1.1251029254132177,0.04105878538065111
random_forest_n200_leaf1_featsqrt_depth4,descriptors_plus_similarity_plus_morgan_512,0.9796425575374921,1.1239668817266386,0.04299434006055369
random_forest_n500_leaf1_featsqrt_depth6,morgan_512,0.979850637464874,1.1264526024014607,0.03875670765797512
elastic_net_a0.05_l10.5,morgan_2048,0.9816991397832565,1.232599375685632,-0.15093650141637527
random_forest_n200_leaf1_feat0p3_depthnone,descriptors,0.9828157894736846,1.1381365357229198,0.018712635077738904
random_forest_n500_leaf2_featsqrt_depth6,morgan_512,0.982965815054829,1.1143967655996194,0.059221978712443835
random_forest_n500_leaf2_featsqrt_depthnone,morgan_512,0.982965815054829,1.1143967655996194,0.059221978712443835
random_forest_n500_leaf2_featsqrt_depth4,morgan_512,0.9836157582461404,1.1142809256842985,0.059417553548172464
knn_k5_distance,morgan_2048,0.9836631950209186,1.221536748044763,-0.13036981058349473
random_forest_n200_leaf1_featsqrt_depth4,morgan_512,0.9839307395747525,1.1355984420988487,0.023084381444391844
random_forest_n200_leaf1_feat0p3_depth6,descriptors,0.9840164390142025,1.1389954631371024,0.017230962827219254
elastic_net_a0.1_l10.5,descriptors_plus_morgan_512,0.9892287885663394,1.2535094534097693,-0.1903171858531716
elastic_net_a0.05_l10.5,descriptors_plus_morgan_2048,0.9892427882334862,1.2337139559376158,-0.1530189153997481
elastic_net_a0.05_l10.5,descriptors_plus_similarity_plus_morgan_2048,0.9892535751453091,1.2337243359856154,-0.15303831769633014
elastic_net_a0.1_l10.5,descriptors_plus_similarity_plus_morgan_512,0.9892827113342887,1.2535317541753346,-0.19035953929624227
random_forest_n500_leaf2_featsqrt_depth4,descriptors_plus_morgan_512,0.989450913996822,1.1177476926377625,0.053555741575463056
random_forest_n500_leaf1_featsqrt_depth4,morgan_512,0.9897450044955044,1.132361739541144,0.02864528922884757
elastic_net_a0.1_l10.8,descriptors_plus_similarity_plus_morgan_2048,0.9899180864327385,1.2171371884786801,-0.12224205910680563
elastic_net_a0.1_l10.8,descriptors_plus_morgan_2048,0.9899631070194425,1.2171651020783554,-0.12229353428163958
random_forest_n500_leaf2_featsqrt_depth6,descriptors_plus_morgan_512,0.9900533851747668,1.1181768008700161,0.052828913898151586
random_forest_n500_leaf2_featsqrt_depthnone,descriptors_plus_morgan_512,0.9900533851747668,1.1181768008700161,0.052828913898151586
random_forest_n500_leaf2_featsqrt_depth6,descriptors_plus_similarity_plus_morgan_512,0.9906160988543615,1.1115202208034058,0.06407249069963061
random_forest_n500_leaf2_featsqrt_depthnone,descriptors_plus_similarity_plus_morgan_512,0.9906160988543615,1.1115202208034058,0.06407249069963061
random_forest_n500_leaf2_featsqrt_depth4,descriptors_plus_similarity_plus_morgan_512,0.991239320658873,1.1121055700357283,0.06308647408588719
elastic_net_a0.1_l10.8,morgan_2048,0.991750852114543,1.2211822769113543,-0.12971387398152667
elastic_net_a0.5_l10.2,descriptors_plus_morgan_1024,0.992291976232153,1.213948998580526,-0.11637051923999109
elastic_net_a0.5_l10.2,descriptors_plus_similarity_plus_morgan_1024,0.9922920566097316,1.2139489588359498,-0.11637044614026038
knn_k5_distance,descriptors_plus_similarity_plus_morgan_512,0.9930266007593409,1.1489436061823368,-1.1287768267864706e-05
elastic_net_a0.1_l10.5,morgan_2048,0.993169874116491,1.227629766815487,-0.14167449143470812
random_forest_n200_leaf1_featsqrt_depth4,descriptors_plus_morgan_512,0.9945256225937806,1.1369447745418693,0.02076660289608101
knn_k1_distance,descriptors_plus_similarity,0.994736842105263,1.5082649495014915,-0.7233074047866666
knn_k1_uniform,descriptors_plus_similarity,0.994736842105263,1.5082649495014915,-0.7233074047866666
knn_k5_distance,descriptors_plus_similarity_plus_morgan_2048,0.9958821667136588,1.218036247874322,-0.12390059837530765
random_forest_n500_leaf2_feat0p3_depth4,morgan_512,0.9962672477025901,1.1643769372992872,-0.027057282894216383
random_forest_n500_leaf2_feat0p3_depth6,morgan_512,0.9962818997493736,1.1645689192321143,-0.027395992278021142
random_forest_n500_leaf2_feat0p3_depthnone,morgan_512,0.9962818997493736,1.1645689192321143,-0.027395992278021142
knn_k5_distance,descriptors_plus_similarity_plus_morgan_1024,0.9979332120841143,1.2065904754488037,-0.10287746376844686
knn_k5_uniform,morgan_2048,0.9981052631578947,1.2345944998044371,-0.15466540087682001
knn_k5_uniform,descriptors_plus_similarity_plus_morgan_512,0.9988421052631578,1.152709485470965,-0.006577482202978047
random_forest_n200_leaf1_feat0p3_depth4,descriptors,0.998884637635756,1.1540142289536597,-0.008857447273160846
knn_k3_distance,descriptors,0.9990983028184635,1.3052480607355064,-0.29060573357352704
elastic_net_a0.1_l10.5,descriptors_plus_similarity_plus_morgan_2048,0.9998252449375774,1.2281770689411358,-0.1426926814072742
elastic_net_a0.1_l10.5,descriptors_plus_morgan_2048,0.9998928785644525,1.2282541316135633,-0.14283608371737166
elastic_net_a0.5_l10.8,descriptors_plus_morgan_2048,1.0002382847347033,1.1035390111005632,0.07746498723610384
elastic_net_a0.5_l10.8,descriptors_plus_similarity_plus_morgan_2048,1.0002382847347033,1.1035390111005632,0.07746498723610384
elastic_net_a0.5_l10.8,morgan_2048,1.0002948776061542,1.1035697377169842,0.07741361293248428
random_forest_n200_leaf2_featsqrt_depth4,descriptors_plus_morgan_512,1.000412648112122,1.1327035837361152,0.028058723861148605
