method,parent_id,parent_smiles,product_smiles,transform
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1-c1ccccc1-c1ccccc1-c1ccc(O)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1-c1ccccc1-c1ccccc1N1CCC(O)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1-c1ccccc1N1CCC(O)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1N1CCC(O)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,COc1ccnc2cc(-c3cc4nccc(-c5ccc(Cl)cc5)c4s3)sc12,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,COc1ccnc2cc(-c3ccnc4cc(-c5cc6nccc(-c7ccc(Cl)cc7)c6s5)sc34)sc12,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,COc1cn([C@@H]2CCNC[C@@H]2C)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1nc2c(Cl)cccc2c(=O)n1-c1ccc2nc3c(c(Cl)c2c1)CCCC3,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1CCC(=O)O,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,C[C@H]1CNCC[C@H]1N1C(=O)C2C(C1=O)C2(C)C,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1N1CCC(N2CCC(N3CCC(c4ccc(Cl)c(Cl)c4)CC3)CC2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1N1CCC(N2CCC(N3CCC(c4cccc(Br)n4)CC3)CC2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1N1CCC(N2CCC(c3ccc(Cl)c(Cl)c3)CC2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1N1CCC(N2CCC(c3cccc(Br)n3)CC2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1N1CCC(O)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1N1CCC(c2ccc(Cl)c(Cl)c2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1N1CCC(c2cccc(Br)n2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4129140,CC(=O)C1=C(O)C(=O)N(CCc2ccc(Cl)c(Cl)c2)C1c1ccc(Br)cc1,C[C@H]1CNCC[C@H]1N1CCCC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1N1CCCCC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(CC(=O)O)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN([C@@H]2CCNC[C@@H]2C)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(c2ccc(C#N)cc2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(c2ccc(Cl)c(Cl)c2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(c2ccc(Cl)cc2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(c2ccc(F)cc2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(c2ccc(O)cc2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(c2ccc3nc4c(c(Cl)c3c2)CCCC4)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(c2cccc(Br)n2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1N1CCN(c2ccccc2)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL2012938,O=C(Cc1ccccc1)Oc1c(OC(=O)Cc2ccccc2)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1c(-c2ccc(C#N)cc2)c(O)c(O)c(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c1-c1ccc(F)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL2012938,O=C(Cc1ccccc1)Oc1c(OC(=O)Cc2ccccc2)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1c(-c2ccc(Cl)c(Cl)c2)c(O)c(O)c(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c1-c1ccc(F)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL2012938,O=C(Cc1ccccc1)Oc1c(OC(=O)Cc2ccccc2)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1c(-c2ccc(F)cc2)c(O)c(O)c(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c1-c1ccc(F)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL2012938,O=C(Cc1ccccc1)Oc1c(OC(=O)Cc2ccccc2)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1c(O)c(O)c(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(-c2ccc(F)cc2)c1-c1ccccc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL2012938,O=C(Cc1ccccc1)Oc1c(OC(=O)Cc2ccccc2)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1c(O)c(O)c(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)c(-c2ccc(F)cc2)c1N1CCCCC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,C[C@H]1CNCC[C@H]1c1cc2nccc(-c3cc4nccc(-c5ccc(Cl)cc5)c4s3)c2s1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,C[C@H]1CNCC[C@H]1c1cc2nccc(-c3ccc(Cl)cc3)c2s1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,C[C@H]1CNCC[C@H]1c1cc2nccc(-c3ccnc4cc(-c5cc6nccc(-c7ccc(Cl)cc7)c6s5)sc34)c2s1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(-c3ccc(-c4ccc(C#N)cc4)cc3)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(-c3ccc(-c4ccc5nc6c(c(Cl)c5c4)CCCC6)cc3)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(-c3ccc(C#N)cc3)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(-c3ccc(F)cc3)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(-c3ccc(N4CCCCC4)cc3)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(-c3ccc4nc5c(c(Cl)c4c3)CCCC5)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(C#N)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(F)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc(N3CCCCC3)cc2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1ccc(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1ccc(C#N)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1ccc(Cl)c(Cl)c1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1ccc(Cl)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1ccc(F)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,145963683,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccc(N3CCN(CCOCCOCCOCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)CC3)cc2)ncc1Cl,C[C@H]1CNCC[C@H]1c1ccc(N2CCCCC2)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1ccc(O)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1ccc(S(=O)(=O)N2CCC(O)CC2)cn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1ccc2nc3c(c(Cl)c2c1)CCCC3,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1cccc(Br)n1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,C[C@H]1CNCC[C@H]1c1ccccc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,C[C@H]1CNCC[C@H]1c1ccccc1-c1ccc(O)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,C[C@H]1CNCC[C@H]1c1ccccc1-c1ccccc1-c1ccc(O)cc1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,C[C@H]1CNCC[C@H]1c1ccccc1-c1ccccc1-c1ccccc1N1CCC(O)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,C[C@H]1CNCC[C@H]1c1ccccc1-c1ccccc1N1CCC(O)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,C[C@H]1CNCC[C@H]1c1ccccc1N1CCC(O)CC1,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,C[C@H]1CNCC[C@H]1c1ccnc2cc(-c3cc4nccc(-c5ccc(Cl)cc5)c4s3)sc12,fixed_core_with_swapped_side_fragments
r_group_enumeration,CHEMBL4635160,Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1O[C@@H]1CCNC[C@@H]1C,C[C@H]1CNCC[C@H]1c1ccnc2cc(-c3ccnc4cc(-c5cc6nccc(-c7ccc(Cl)cc7)c6s5)sc34)sc12,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2ccc(C#N)cc2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2ccc(Cl)c(Cl)c2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2ccc(Cl)cc2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2ccc(F)cc2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2ccc(O)cc2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2ccc3nc4c(c(Cl)c3c2)CCCC4)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cccc(Br)n2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2ccccc2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3ccc(C#N)cc3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3ccc(Cl)c(Cl)c3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3ccc(Cl)cc3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3ccc(F)cc3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3ccc(O)cc3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3ccc4nc5c(c(Cl)c4c3)CCCC5)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3cccc(Br)n3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3ccccc3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3cn(-c4ccc(C#N)cc4)nn3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3cn(-c4ccc(Cl)c(Cl)c4)nn3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3cn(-c4ccc(Cl)cc4)nn3)nn2)nn1,fixed_core_with_swapped_side_fragments
r_group_enumeration,70691637,Cc1c(C)c(-c2ccc(OCc3cn(CCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@@H]54)nn3)cc2)c(O)c(O)c1-c1ccc(O)cc1,C[C@H]1CNCC[C@H]1c1cn(-c2cn(-c3cn(-c4ccc(F)cc4)nn3)nn2)nn1,fixed_core_with_swapped_side_fragments
