parent_id,parent_smiles,product_smiles,generation_depth,transform,max_tanimoto_to_any_original,nearest_original_id,nearest_original_smiles,mw,logp,tpsa,hbd,hba,rotb,rings,fsp3,formal_charge,qed,sa_score,alert_count,nearest_parent_pIC50,sim,sim_score,potency_score,qed_score,sa_norm,logp_score,tpsa_score,mw_score,composite_score
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Br)cncc2c1=O,2,heteroatom_CH_to_N,0.7101,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,475.2990000000001,1.8961999999999999,123.41,2,6,8,3,0.25,0,0.5102221348676661,2.4822624942766502,0,5.1,0.7101,0.8004999999999998,0.9655172413793098,0.5102221348676661,0.8520749983647572,0.5891818181818183,0.3016363636363637,0.6747117647058818,0.7496364843992774
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(F)cc3)CC2)cn1,1,mmp_aryl_Cl_to_F,0.8364,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,421.45000000000016,1.6034,116.66999999999999,2,5,6,3,0.3157894736842105,0,0.7318922306791386,2.2294444087007133,0,5.15,0.8364,0.5679999999999998,1.0,0.7318922306791386,0.7798412596287752,0.4560909090909092,0.42418181818181844,0.9914705882352932,0.748941800855545
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CNC(=O)CCc1nc2c(Br)cccc2c(=O)n1CC(=O)NCc1ccccc1OC,2,rxn_acid_to_amide_methylamine,0.6957,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,487.3540000000003,2.1626000000000003,102.32000000000001,2,5,8,3,0.2727272727272727,0,0.507330156463691,2.357847470180646,0,5.1,0.6957,0.7284999999999999,0.9655172413793098,0.507330156463691,0.8165278486230417,0.7102727272727275,0.685090909090909,0.6037999999999981,0.7474077007492036
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Br)nncc2c1=O,3,heteroatom_CH_to_N,0.7246,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,476.2870000000001,1.2912,136.3,2,7,8,3,0.2631578947368421,0,0.4966268233441895,2.654038867903026,0,5.1,0.7246,0.8730000000000001,0.9655172413793098,0.4966268233441895,0.9011539622580074,0.31418181818181823,0.06727272727272704,0.6688999999999994,0.7466454966250936
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CCNC(=O)CCc1nc2c(F)cccc2c(=O)n1CC(=O)NCc1ccccc1OC,2,rxn_acid_to_amide_ethylamine,0.6857,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,440.4750000000002,1.9292999999999993,102.32000000000001,2,5,9,3,0.30434782608695654,0,0.5294419561278373,2.309207896242089,0,5.1,0.6857,0.6784999999999999,0.9655172413793098,0.5294419561278373,0.8026308274977398,0.6042272727272726,0.685090909090909,0.8795588235294106,0.7457311759624355
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1cnccc1CNC(=O)Cn1c(CCC(N)=O)nc2c(Cl)cccc2c1=O,2,bioisostere_acid_to_amide,0.7042,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,429.86400000000015,1.1877999999999995,129.20000000000002,2,6,8,3,0.25,0,0.5528836206654628,2.5021251316392874,0,5.1,0.7042,0.7710000000000002,0.9655172413793098,0.5528836206654628,0.857750037611225,0.2671818181818181,0.19636363636363607,0.9419764705882344,0.7436446363762884
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,CCNC(=O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(F)cc3)CC2)cn1,2,rxn_acid_to_amide_ethylamine,0.6667,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,448.5200000000002,1.6548999999999996,108.47,2,5,7,3,0.38095238095238093,0,0.6697148261830153,2.2876824834432465,0,5.15,0.6667,0.5834999999999998,1.0,0.6697148261830153,0.7964807095552133,0.4794999999999999,0.5732727272727273,0.8322352941176459,0.7435404727394037
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(NCC(=O)N1CCCC1)c1ccc(S(=O)(=O)N2CCC(c3ccc(Br)cc3)CC2)cn1,2,rxn_acid_to_amide_pyrrolidine,0.6667,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,535.4640000000003,2.7646000000000015,99.68,1,5,6,4,0.43478260869565216,0,0.613629560398214,2.3702292614374,0,5.15,0.6667,0.5834999999999998,1.0,0.613629560398214,0.8200655032678286,0.9839090909090916,0.733090909090909,0.3207999999999983,0.743500737569817
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,CNC(=O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Br)cc3)CC2)cn1,2,rxn_acid_to_amide_methylamine,0.6774,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,495.3990000000002,1.8882000000000003,108.47,2,5,6,3,0.35,0,0.636627800472428,2.3243223843865426,0,5.15,0.6774,0.637,1.0,0.636627800472428,0.8069492526818693,0.5855454545454548,0.5732727272727273,0.5564764705882339,0.7433826806170868
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Br)cn3)CC2)cn1,2,heteroatom_CH_to_N,0.6885,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,483.34400000000016,1.6218,129.56,2,6,6,3,0.3333333333333333,0,0.6389136664509456,2.4879008189571223,0,5.15,0.6885,0.6925,1.0,0.6389136664509456,0.8536859482734636,0.46445454545454556,0.18981818181818177,0.6273882352941167,0.7430436736595508
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccncc1CNC(=O)Cn1c(CCC(N)=O)nc2c(Cl)cccc2c1=O,2,bioisostere_acid_to_amide,0.7042,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,429.86400000000015,1.1877999999999995,129.20000000000002,2,6,8,3,0.25,0,0.5528836206654628,2.487662494276652,0,5.1,0.7042,0.7710000000000002,0.9655172413793098,0.5528836206654628,0.8536178555076148,0.2671818181818181,0.19636363636363607,0.9419764705882344,0.7430248090607469
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(N)=O)nc2c(F)cccc2c1=O,2,bioisostere_acid_to_amide,0.6957,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,412.4210000000001,1.2784999999999997,116.31,2,5,8,3,0.23809523809523808,0,0.5781570389858978,2.2799866701008273,0,5.1,0.6957,0.7284999999999999,0.9655172413793098,0.5781570389858978,0.7942819057430935,0.30840909090909097,0.43072727272727274,0.9554176470588241,0.7430057045382306
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CCNC(=O)CCc1nc2c(Cl)cccc2c(=O)n1CC(=O)NCc1ccncc1OC,2,rxn_acid_to_amide_ethylamine,0.6944,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,457.91800000000023,1.8385999999999991,115.21000000000001,2,6,9,3,0.3181818181818182,0,0.5062818897411693,2.51653712701132,0,5.1,0.6944,0.7220000000000001,0.9655172413793098,0.5062818897411693,0.8618677505746629,0.5629999999999997,0.45072727272727253,0.7769529411764692,0.7419498615744479
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CCNC(=O)CCc1nc2c(Cl)cccc2c(=O)n1CC(=O)NCc1cnccc1OC,2,rxn_acid_to_amide_ethylamine,0.6944,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,457.91800000000023,1.8385999999999991,115.21000000000001,2,6,9,3,0.3181818181818182,0,0.5062818897411693,2.503038665472859,0,5.1,0.6944,0.7220000000000001,0.9655172413793098,0.5062818897411693,0.8580110472779597,0.5629999999999997,0.45072727272727253,0.7769529411764692,0.7413713560799423
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Br)cccc2c1=O,1,mmp_aryl_Cl_to_Br,0.8125,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,474.3110000000001,2.5012,110.52000000000001,2,5,8,3,0.23809523809523808,0,0.5193743179282859,2.288361944826102,0,5.1,0.8125,0.6875,0.9655172413793098,0.5193743179282859,0.7966748413788862,0.8641818181818182,0.5359999999999998,0.6805235294117642,0.7406656675169967
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(N)=O)nc2c(Cl)cncc2c1=O,2,bioisostere_acid_to_amide,0.7,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,429.8640000000001,1.1877999999999997,129.2,2,6,8,3,0.25,0,0.5528836206654628,2.4712976591118156,0,5.1,0.7,0.7499999999999998,0.9655172413793098,0.5528836206654628,0.8489421883176616,0.2671818181818182,0.19636363636363652,0.9419764705882347,0.7370734589822537
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cncc2c1=O,1,heteroatom_CH_to_N,0.8154,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,430.8480000000001,1.7871000000000001,123.41,2,6,8,3,0.25,0,0.557896865336517,2.4299784283425847,0,5.1,0.8154,0.6729999999999999,0.9655172413793098,0.557896865336517,0.837136693812167,0.5395909090909092,0.3016363636363637,0.9361882352941169,0.7356499628850254
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CCNC(=O)CCc1nc2c(Cl)cncc2c(=O)n1CC(=O)NCc1ccccc1OC,2,rxn_acid_to_amide_ethylamine,0.6901,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,457.91800000000023,1.8385999999999991,115.21,2,6,9,3,0.3181818181818182,0,0.5062818897411693,2.487764819319013,0,5.1,0.6901,0.7005000000000002,0.9655172413793098,0.5062818897411693,0.8536470912340037,0.5629999999999997,0.45072727272727287,0.7769529411764692,0.735341762673349
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,NC(=O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,1,bioisostere_acid_to_amide,0.8364,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,436.9210000000001,1.5184,122.45999999999998,2,5,6,3,0.3157894736842105,0,0.7102429827108794,2.2616375710938748,0,5.15,0.8364,0.5679999999999998,1.0,0.7102429827108794,0.7890393060268214,0.4174545454545455,0.31890909090909125,0.9004647058823523,0.7342459095584986
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(N)=O)nc2c(Br)cccc2c1=O,2,bioisostere_acid_to_amide,0.6957,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,473.3270000000001,1.9019000000000001,116.31,2,5,8,3,0.23809523809523808,0,0.5186657458091294,2.329681175595333,0,5.1,0.6957,0.7284999999999999,0.9655172413793098,0.5186657458091294,0.8084803358843808,0.5917727272727275,0.43072727272727274,0.6863117647058816,0.7339500981246047
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1cnccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,1,heteroatom_CH_to_N,0.8182,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,430.84800000000007,1.7870999999999995,123.41,2,6,8,3,0.25,0,0.5578968653365172,2.4608059008700582,0,5.1,0.8182,0.6589999999999998,0.9655172413793098,0.5578968653365172,0.8459445431057309,0.539590909090909,0.3016363636363637,0.9361882352941172,0.73347114027906
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CCOc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Br)cccc2c1=O,3,rxn_phenol_o_ethyl,0.6857,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,488.3380000000001,2.8913,110.52000000000001,2,5,9,3,0.2727272727272727,0,0.47952277507973534,2.3342978680586306,0,5.1,0.6857,0.6784999999999999,0.9655172413793098,0.47952277507973534,0.8097993908738945,0.9584999999999998,0.5359999999999998,0.5980117647058819,0.7330043622271527
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccncc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,1,heteroatom_CH_to_N,0.8182,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,430.84800000000007,1.7870999999999995,123.41,2,6,8,3,0.25,0,0.5578968653365172,2.446343263507421,0,5.1,0.8182,0.6589999999999998,0.9655172413793098,0.5578968653365172,0.8418123610021202,0.539590909090909,0.3016363636363637,0.9361882352941172,0.7328513129635185
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Br)ccnc2c1=O,2,heteroatom_CH_to_N,0.6957,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,475.2990000000001,1.8961999999999999,123.41,2,6,8,3,0.25,0,0.5102221348676661,2.505224032738189,0,5.1,0.6957,0.7284999999999999,0.9655172413793098,0.5102221348676661,0.8586354379251969,0.5891818181818183,0.3016363636363637,0.6747117647058818,0.7326205503333435
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CCNC(=O)CCc1nc2c(Br)cccc2c(=O)n1CC(=O)NCc1ccccc1OC,2,rxn_acid_to_amide_ethylamine,0.6857,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,501.3810000000003,2.5527000000000006,102.32000000000001,2,5,9,3,0.30434782608695654,0,0.4694950835801872,2.355589434703628,0,5.1,0.6857,0.6784999999999999,0.9655172413793098,0.4694950835801872,0.8158826956296079,0.8875909090909094,0.685090909090909,0.5212882352941158,0.7319842340791027
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Br)cc3)CC2)cn1,1,mmp_aryl_Cl_to_Br,0.8364,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,482.35600000000017,2.2268,116.66999999999999,2,5,6,3,0.3157894736842105,0,0.652545397242195,2.2708820155383194,0,5.15,0.8364,0.5679999999999998,1.0,0.652545397242195,0.7916805758680913,0.7394545454545456,0.42418181818181844,0.6331999999999991,0.7311029840104708
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,CCNC(=O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Br)cc3)CC2)cn1,2,rxn_acid_to_amide_ethylamine,0.6667,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,509.4260000000002,2.2783000000000007,108.47,2,5,7,3,0.38095238095238093,0,0.5956877180645811,2.3262623242920526,0,5.15,0.6667,0.5834999999999998,1.0,0.5956877180645811,0.8075035212263008,0.7628636363636367,0.5732727272727273,0.4739647058823516,0.7266431252727972
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1)NCCO,1,rxn_acid_to_amide_ethanolamine,0.7931,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,480.97400000000016,1.1416000000000004,128.7,3,6,8,3,0.38095238095238093,0,0.5193866498242914,2.3399294347036292,0,5.15,0.7931,0.7844999999999999,1.0,0.5193866498242914,0.8114084099153227,0.2461818181818185,0.20545454545454567,0.6413294117647049,0.7263618802222102
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CC(C)Oc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Br)cccc2c1=O,3,rxn_phenol_o_isopropyl,0.6857,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,502.3650000000002,3.2798000000000016,110.52000000000001,2,5,9,3,0.30434782608695654,0,0.4649355892873339,2.418760013787466,0,5.1,0.6857,0.6784999999999999,0.9655172413793098,0.4649355892873339,0.8339314325107046,0.7819090909090901,0.5359999999999998,0.515499999999999,0.7207515976243545
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CNC(=O)CCc1nc2c(Cl)cccc2c(=O)n1CC(=O)NCc1cccnc1OC,2,rxn_acid_to_amide_methylamine,0.6761,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,443.89100000000025,1.4484999999999992,115.21000000000001,2,6,8,3,0.2857142857142857,0,0.5441259383969728,2.476660202276136,0,5.1,0.6761,0.6305000000000002,0.9655172413793098,0.5441259383969728,0.8504743435074675,0.385681818181818,0.45072727272727253,0.8594647058823515,0.7201943393899142
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1cnncc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,2,heteroatom_CH_to_N,0.8154,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,431.8360000000001,1.1821,136.3,2,7,8,3,0.2631578947368421,0,0.5421878639411681,2.6880377690019266,0,5.1,0.8154,0.6729999999999999,0.9655172413793098,0.5421878639411681,0.9108679340005504,0.2645909090909092,0.06727272727272704,0.9303764705882346,0.7178090785807372
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CCOc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,2,rxn_phenol_o_ethyl,0.8438,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,443.88700000000006,2.7822000000000005,110.52000000000001,2,5,9,3,0.2727272727272727,0,0.5257917226119747,2.276072403867648,0,5.1,0.8438,0.531,0.9655172413793098,0.5257917226119747,0.7931635439621851,0.9919090909090912,0.5359999999999998,0.8594882352941173,0.7176320527717105
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(=O)N2CCCC2)nc2c(F)cccc2c1=O,2,rxn_acid_to_amide_pyrrolidine,0.6486,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,466.51300000000026,2.4156000000000004,93.53,1,5,8,4,0.36,0,0.5504406771912905,2.3495990147069197,0,5.1,0.6486,0.49299999999999977,0.9655172413793098,0.5504406771912905,0.81417114705912,0.8252727272727276,0.8449090909090908,0.7263941176470573,0.7166719146333974
CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,O=C(NCC(=O)N1CCCCC1)c1ccc(S(=O)(=O)N2CCC(c3ccc(Br)cc3)CC2)cn1,2,rxn_acid_to_amide_piperidine,0.6562,CHEMBL5278336,O=C(O)CNC(=O)c1ccc(S(=O)(=O)N2CCC(c3ccc(Cl)cc3)CC2)cn1,549.4910000000001,3.154700000000002,99.68,1,5,6,4,0.4583333333333333,0,0.5971679663266817,2.3906635666498204,0,5.15,0.6562,0.531,1.0,0.5971679663266817,0.825903876185663,0.8387727272727263,0.733090909090909,0.23828823529411702,0.7165767682760735
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,O=C(O)CCc1nc2c(Cl)cccc2c(=O)n1CC(=O)NCc1cnccc1O,2,heteroatom_CH_to_N,0.6812,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,416.8210000000002,1.4841,134.41,3,6,7,3,0.21052631578947367,0,0.5305931516201163,2.549099109555412,0,5.1,0.6812,0.6560000000000001,0.9655172413793098,0.5305931516201163,0.8711711741586892,0.40186363636363653,0.10163636363636375,0.9813000000000012,0.7164136167926543
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,O=C(O)CCc1nc2c(Cl)cccc2c(=O)n1CC(=O)NCc1ccncc1O,2,heteroatom_CH_to_N,0.6812,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,416.8210000000002,1.4841,134.41,3,6,7,3,0.21052631578947367,0,0.5305931516201163,2.5168512463075494,0,5.1,0.6812,0.6560000000000001,0.9655172413793098,0.5305931516201163,0.8619574989450141,0.40186363636363653,0.10163636363636375,0.9813000000000012,0.715031565510603
CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,Cc1nc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,1,heteroatom_CH_to_N,0.6607,CHEMBL5276142,Cc1cc(C(=O)CN2CCC(O)CC2)c(C)n1-c1ccc(C#N)cc1,338.411,2.00022,82.15,1,5,4,3,0.42105263157894735,0,0.8623872739278418,2.5664962911216964,0,4.67,0.6607,0.5534999999999998,0.6689655172413791,0.8623872739278418,0.8761417974633419,0.6364636363636365,0.9481818181818182,0.5200647058823529,0.7147506117368047
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(F)ccnc2c1=O,2,heteroatom_CH_to_N,0.6714,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,414.3930000000001,1.2728000000000002,123.41,2,6,8,3,0.25,0,0.5689409454504353,2.489795461309619,0,5.1,0.6714,0.607,0.9655172413793098,0.5689409454504353,0.8542272746598911,0.305818181818182,0.3016363636363637,0.9670176470588241,0.7137752002595666
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1cnccc1CNC(=O)Cn1c(CCC(=O)N2CCCC2)nc2c(Cl)cccc2c1=O,2,rxn_acid_to_amide_pyrrolidine,0.6579,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,483.95600000000024,2.3248999999999995,106.41999999999999,1,6,8,4,0.375,0,0.52671726830042,2.541966342224761,0,5.1,0.6579,0.5395000000000002,0.9655172413793098,0.52671726830042,0.869133240635646,0.7840454545454545,0.6105454545454547,0.6237882352941162,0.7128867073195096
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,COc1ccncc1CNC(=O)Cn1c(CCC(=O)N2CCCC2)nc2c(Cl)cccc2c1=O,2,rxn_acid_to_amide_pyrrolidine,0.6579,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,483.95600000000024,2.3248999999999995,106.41999999999999,1,6,8,4,0.375,0,0.52671726830042,2.5294419964674244,0,5.1,0.6579,0.5395000000000002,0.9655172413793098,0.52671726830042,0.8655548561335498,0.7840454545454545,0.6105454545454547,0.6237882352941162,0.7123499496441952
CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,CCNC(=O)CCc1nc2c(Cl)cccc2c(=O)n1CC(=O)NCc1ccccc1OC,1,rxn_acid_to_amide_ethylamine,0.8438,CHEMBL5410606,COc1ccccc1CNC(=O)Cn1c(CCC(=O)O)nc2c(Cl)cccc2c1=O,456.93000000000023,2.4436,102.32000000000001,2,5,9,3,0.30434782608695654,0,0.5145636674269823,2.299304819319012,0,5.1,0.8438,0.531,0.9655172413793098,0.5145636674269823,0.7998013769482891,0.8380000000000001,0.685090909090909,0.7827647058823516,0.7123050311211303
