variant,feature_set,model,evaluation,mae,rmse,r2
dedup_rows,base_graph_morgan3_512,extra,loocv,1.025178947368421,1.1945563775650299,-0.08098776734237934
raw_rows,graph_morgan2_256,gpr_rbf,loocv,1.008843306672883,1.1724279016656418,-0.0811113518350286
raw_rows,base_morgan2_512,gpr_rbf,loocv,1.009848852764697,1.1732667273473352,-0.08265888985934189
dedup_rows,morgan3_512,svr_rbf,loocv,1.071951720138872,1.1959472745073785,-0.08350655664868567
raw_rows,graph_morgan2_512,gpr_rbf,loocv,1.0105655673743328,1.174347159927894,-0.08465379605310264
dedup_rows,spectral,rf,loocv,1.0300754385964885,1.1979742118352212,-0.08718240596646454
dedup_rows,morgan2_256,svr_rbf,loocv,1.0703689613539151,1.1988394841299082,-0.08875347241052411
dedup_rows,base_morgan3_512,knn3_dist_euclid,loocv,0.9469126821918522,1.2016584554462044,-0.0938797187392173
dedup_rows,maccs,svr_rbf,loocv,1.0658090302238064,1.201953046974332,-0.09441612273429079
dedup_rows,graph_morgan2_256,enet,loocv,0.9804073852567863,1.2028549783523221,-0.09605921285971664
dedup_rows,morgan3_512,extra,loocv,1.0205070175438593,1.2035655617144538,-0.0973545834635543
dedup_rows,base_graph_morgan3_512_sim,rf,loocv,1.0733175438596503,1.2037940117111312,-0.09777120296621256
raw_rows,morgan2_256,gpr_rbf,loocv,1.0171270064685016,1.1818128942728394,-0.09848867800933059
raw_rows,morgan2_512,knn3_dist_euclid,loocv,0.9095501229476436,1.1818467757356241,-0.09855166418413375
dedup_rows,base_graph_morgan2_256_sim,extra,loocv,1.0348315789473688,1.2042806980791823,-0.09865902642368996
raw_rows,morgan2_512,gpr_rbf,loocv,1.0229029048329912,1.1820461734624776,-0.09892238429404143
